Idade,Sexo,Peso,Altura,Tipo sanguineo,Gosto Musical,Pratica Esporte,Jogo preferido,Forca,Velocidade,Inteligencia
53,M,71.8,1.85,AB-,Pop,Basquete,Rocket League,59.5,50.0,78.5
31,M,78.0,1.92,A+,Sertanejo,Luta,World of Warcraft,83.0,56.0,82.5
44,F,63.0,1.72,AB-,Rock,Luta,Minecraft,80.0,60.0,79.5
22,F,66.8,1.74,AB+,Pagode,Luta,League of Legends,86.5,70.0,75.0
56,M,82.8,1.89,B-,Demais generos estranhos,Futebol,Assassin's Creed,50.5,52.5,66.0
34,M,77.6,1.79,O-,Metal,Volei,Outro - pouco relevante,71.0,60.5,88.5
14,F,50.1,1.53,A+,Hip-Hop/Rap,Volei,Dota,62.5,51.0,72.0
24,F,64.1,1.81,B+,Pop,Luta,League of Legends,99.0,74.0,77.5
61,M,65.3,1.92,B+,Eletronica,eSports,Fortnite,26.5,19.0,85.0
24,M,81.0,1.8,A-,Hip-Hop/Rap,Basquete,Fortnite,99.5,90.0,85.5
51,F,70.6,1.84,O+,Hip-Hop/Rap,Volei,World of Warcraft,48.5,39.5,93.0
12,F,52.4,1.5,O+,Pagode,Volei,Rocket League,68.5,62.5,77.5
19,F,62.8,1.77,B+,Pop,Futebol,The Witcher,86.0,75.5,74.5
63,M,79.5,1.93,AB-,Funk,eSports,Fortnite,30.5,24.5,88.5
42,M,74.1,1.81,A-,Funk,Atletismo,World of Warcraft,72.0,83.5,71.0
13,M,45.5,1.63,B-,Rock,Luta,Fortnite,78.0,57.0,54.0
12,F,43.3,1.59,B+,Demais generos estranhos,Volei,FIFA,61.0,54.5,79.5
15,M,59.5,1.61,B+,Hip-Hop/Rap,Atletismo,Dota,82.0,87.5,58.0
57,M,68.0,1.92,B-,Eletronica,Nada,Minecraft,26.0,21.0,56.5
45,M,65.2,1.77,AB-,Hip-Hop/Rap,Volei,Assassin's Creed,70.0,54.0,88.5
25,M,72.8,1.93,A-,Eletronica,Nada,Outro - pouco relevante,59.0,63.5,58.0
15,M,55.3,1.8,O-,Funk,Volei,League of Legends,80.5,63.0,82.5
12,F,45.3,1.52,O+,Rock,Futebol,Dota,65.5,65.0,63.0
73,M,78.1,1.72,AB+,Pagode,Nada,Minecraft,46.0,30.0,82.5
68,F,58.0,1.79,B-,Demais generos estranhos,Nada,Valorant,53.0,60.5,74.0
16,M,54.8,1.79,A-,Eletronica,eSports,Rocket League,49.5,52.0,86.0
39,F,62.1,1.81,O+,Rock,Atletismo,Assassin's Creed,72.0,82.5,70.0
12,F,43.5,1.57,A+,Pop,Basquete,FIFA,69.5,60.5,72.0
79,M,68.7,1.9,O+,Pop,Nada,World of Warcraft,19.5,14.0,51.0
15,M,73.0,1.76,A-,Rock,Volei,The Witcher,81.0,71.0,75.5
45,M,77.2,1.7,A-,Metal,Volei,Dota,75.5,60.0,90.5
30,F,63.6,1.8,AB+,Pagode,Volei,Counter-Strike,83.0,75.0,93.0
75,M,82.4,1.81,A+,Sertanejo,Nada,Dota,23.5,11.5,54.5
19,M,82.7,1.77,B+,Pagode,eSports,The Witcher,62.0,59.0,93.5
76,M,65.0,1.73,O+,Pop,Nada,FIFA,40.0,41.0,65.5
32,M,79.1,1.77,AB-,Rock,Volei,Counter-Strike,71.0,65.5,90.5
59,F,61.1,1.85,A-,Funk,Basquete,Assassin's Creed,62.0,49.5,80.0
77,F,58.6,1.72,A+,Eletronica,Nada,Counter-Strike,44.0,55.5,62.0
78,M,73.1,1.93,O-,Sertanejo,Nada,Valorant,40.0,28.5,80.0
23,M,67.8,1.84,A-,Demais generos estranhos,eSports,FIFA,63.5,60.5,84.5
69,M,67.3,1.9,A-,Rock,Nada,World of Warcraft,31.5,25.0,84.0
80,F,69.0,1.77,O+,Rock,Nada,FIFA,54.5,46.0,77.0
12,M,41.8,1.51,AB-,Demais generos estranhos,eSports,Rocket League,36.0,40.0,75.5
34,F,62.6,1.8,AB+,Demais generos estranhos,Futebol,Fortnite,59.0,72.0,76.0
15,M,72.1,1.73,AB+,Rock,Futebol,Valorant,80.5,75.0,63.0
79,M,81.0,1.81,B+,Metal,Nada,Rocket League,52.5,27.0,65.5
50,F,68.8,1.71,B-,Pagode,eSports,Valorant,39.0,40.0,90.0
69,F,66.8,1.74,B-,Pagode,Nada,Rocket League,62.5,31.0,68.5
29,F,55.1,1.74,O-,Metal,Nada,League of Legends,53.0,63.5,71.0
51,M,67.7,1.71,O+,Sertanejo,Basquete,League of Legends,65.5,50.5,80.0
67,F,54.5,1.85,B+,Hip-Hop/Rap,Nada,World of Warcraft,29.0,22.5,89.0
67,F,63.4,1.85,AB-,Eletronica,Nada,Fortnite,52.0,60.0,62.5
75,M,73.5,1.94,B-,Rock,Nada,The Witcher,38.5,26.5,79.0
24,M,72.3,1.91,O+,Pagode,Futebol,Assassin's Creed,85.0,83.0,66.0
33,M,73.6,1.84,A+,Metal,eSports,Counter-Strike,53.0,42.0,93.0
21,M,67.9,1.95,A+,Hip-Hop/Rap,eSports,FIFA,61.5,62.5,82.5
40,M,72.8,1.75,AB+,Sertanejo,Basquete,The Witcher,81.5,71.0,84.5
59,M,80.9,1.81,A+,Sertanejo,Volei,FIFA,53.0,37.0,86.5
69,F,67.4,1.83,AB+,Eletronica,Nada,Fortnite,26.5,26.0,95.0
79,M,67.4,1.72,O-,Rock,Nada,Assassin's Creed,17.5,12.5,49.0
78,F,58.0,1.71,B-,Metal,Nada,Fortnite,40.0,29.5,82.5
45,M,68.0,1.79,B+,Eletronica,eSports,Fortnite,53.0,48.5,99.5
59,F,56.8,1.74,AB+,Pagode,Volei,Fortnite,50.0,36.5,85.0
19,F,55.4,1.77,AB-,Rock,Luta,Assassin's Creed,100,62.5,66.5
71,F,72.7,1.7,O-,Pop,Nada,FIFA,38.0,37.5,69.0
64,M,79.8,1.73,B-,Funk,Atletismo,Assassin's Creed,61.0,65.0,64.0
72,M,70.6,1.84,O-,Sertanejo,Nada,World of Warcraft,17.0,12.0,53.0
32,F,65.3,1.71,B-,Pop,Futebol,Valorant,56.0,69.5,78.5
53,F,58.6,1.85,B-,Hip-Hop/Rap,Luta,Fortnite,62.5,41.5,74.0
35,F,68.2,1.81,B-,Hip-Hop/Rap,Volei,League of Legends,71.5,50.5,97.0
58,M,79.0,1.91,A+,Metal,eSports,League of Legends,30.0,29.0,90.0
70,F,67.9,1.83,AB-,Hip-Hop/Rap,Nada,League of Legends,53.5,34.0,85.5
79,F,69.0,1.74,A+,Eletronica,Nada,Assassin's Creed,41.0,25.0,75.5
64,M,69.8,1.87,O-,Demais generos estranhos,Atletismo,Rocket League,56.0,61.5,59.5
69,M,66.7,1.89,A+,Pagode,Nada,FIFA,63.5,39.0,71.0
32,F,68.5,1.75,O-,Sertanejo,Nada,FIFA,44.0,44.0,63.5
39,F,71.6,1.85,A-,Eletronica,Nada,Valorant,39.5,45.5,64.5
78,M,76.0,1.73,AB-,Demais generos estranhos,Nada,League of Legends,13.0,11.0,56.0
23,F,68.1,1.84,AB-,Demais generos estranhos,Nada,League of Legends,57.5,57.5,69.0
19,M,66.3,1.91,B-,Metal,Futebol,League of Legends,81.5,86.0,74.5
15,M,65.5,1.77,O+,Hip-Hop/Rap,eSports,Dota,59.0,54.5,79.0
68,M,82.9,1.85,A-,Pagode,Nada,Counter-Strike,23.0,25.0,61.0
29,F,72.3,1.83,O-,Rock,Basquete,FIFA,89.5,87.5,92.5
20,F,69.2,1.71,B-,Hip-Hop/Rap,Futebol,Outro - pouco relevante,81.0,81.0,71.5
18,M,67.4,1.92,B+,Funk,Volei,Minecraft,80.5,76.5,83.5
78,M,73.3,1.72,AB-,Pagode,Nada,Rocket League,14.5,9.0,52.0
56,F,58.4,1.82,O+,Pagode,eSports,Assassin's Creed,25.0,23.0,93.0
43,M,79.6,1.74,B+,Funk,Nada,Counter-Strike,43.5,46.5,67.0
22,F,58.0,1.83,O+,Pop,Volei,The Witcher,79.0,69.5,89.0
13,M,39.8,1.52,B+,Hip-Hop/Rap,Luta,Counter-Strike,82.5,56.5,60.5
54,M,78.4,1.94,A+,Hip-Hop/Rap,Volei,World of Warcraft,50.0,42.5,88.5
42,M,74.3,1.79,A+,Demais generos estranhos,Nada,Valorant,50.5,45.0,62.0
71,F,59.9,1.77,A-,Demais generos estranhos,Nada,Outro - pouco relevante,13.5,10.5,50.0
33,F,66.0,1.74,O+,Pagode,Atletismo,Fortnite,64.0,79.0,78.0
47,F,62.4,1.77,A+,Sertanejo,eSports,Valorant,37.0,44.0,98.0
64,F,58.3,1.78,B+,Sertanejo,Basquete,FIFA,57.0,48.5,85.0
66,F,70.0,1.71,AB-,Rock,Nada,Outro - pouco relevante,58.0,36.5,69.5
29,F,68.9,1.83,A-,Metal,Nada,Dota,50.0,61.5,72.5
25,M,73.6,1.82,B+,Metal,Luta,FIFA,100,72.0,73.5
50,M,83.9,1.71,A+,Demais generos estranhos,Luta,World of Warcraft,87.0,56.0,86.5
76,F,65.8,1.74,B-,Pop,Nada,Outro - pouco relevante,15.5,15.0,86.5
68,M,71.2,1.82,AB+,Rock,Nada,Dota,51.5,47.0,73.0
37,M,73.3,1.74,O+,Pagode,Futebol,Valorant,63.0,64.0,77.5
38,M,75.6,1.8,B-,Sertanejo,Nada,Dota,50.0,41.0,63.0
45,M,74.4,1.87,O+,Funk,Volei,FIFA,75.0,55.0,91.5
20,F,61.8,1.78,O-,Pagode,Nada,The Witcher,59.5,58.0,70.5
52,M,67.8,1.94,A-,Demais generos estranhos,Futebol,League of Legends,56.0,56.0,67.5
62,F,71.8,1.81,O-,Eletronica,Volei,Assassin's Creed,49.5,36.0,88.0
48,M,80.8,1.86,AB+,Demais generos estranhos,Nada,Minecraft,44.0,42.5,61.0
17,F,55.6,1.71,O+,Demais generos estranhos,Volei,The Witcher,72.0,70.5,80.0
31,M,74.3,1.72,AB-,Demais generos estranhos,Volei,Valorant,70.5,59.0,94.5
70,M,78.2,1.75,A+,Rock,Nada,Counter-Strike,65.0,37.0,72.0
53,F,71.8,1.72,O+,Hip-Hop/Rap,Volei,Fortnite,47.0,38.0,83.0
62,M,65.3,1.73,A-,Eletronica,Atletismo,Minecraft,50.5,60.5,63.5
50,F,70.2,1.74,A+,Rock,Atletismo,Outro - pouco relevante,64.0,75.0,73.5
44,F,61.2,1.83,B-,Demais generos estranhos,Atletismo,League of Legends,69.0,84.0,76.0
68,M,79.2,1.92,AB+,Eletronica,Nada,Rocket League,51.0,64.0,61.0
37,F,71.6,1.76,AB+,Eletronica,Basquete,The Witcher,77.5,68.5,89.0
29,F,70.8,1.73,AB+,Rock,Basquete,Assassin's Creed,100.0,78.5,92.5
66,F,67.1,1.71,AB+,Demais generos estranhos,Nada,Valorant,51.5,41.0,86.0
42,F,72.2,1.83,AB+,Funk,eSports,World of Warcraft,49.5,35.5,94.5
62,M,65.3,1.8,A-,Metal,eSports,Dota,33.5,27.5,91.5
33,F,57.8,1.84,O-,Pop,Nada,Minecraft,47.0,44.5,65.5
32,F,63.8,1.77,B-,Demais generos estranhos,Volei,Dota,60.0,55.5,98.0
73,F,63.4,1.82,B+,Pop,Nada,Fortnite,19.0,18.0,51.0
76,F,68.5,1.74,B+,Demais generos estranhos,Nada,Outro - pouco relevante,16.5,10.5,84.0
21,F,64.9,1.74,B+,Rock,eSports,Outro - pouco relevante,58.5,54.5,96.5
77,F,67.4,1.76,O+,Pop,Nada,Minecraft,22.0,14.0,86.5
40,F,61.8,1.82,B-,Sertanejo,Futebol,Counter-Strike,57.5,67.0,75.0
77,F,71.5,1.81,A-,Metal,Nada,Dota,46.5,55.0,62.5
59,F,71.5,1.77,AB+,Hip-Hop/Rap,Atletismo,Rocket League,47.5,62.5,64.5
37,F,63.9,1.7,B-,Demais generos estranhos,Nada,Assassin's Creed,35.0,38.5,59.5
65,M,73.1,1.92,O-,Funk,Atletismo,Counter-Strike,58.0,66.0,69.0
29,F,71.9,1.7,A-,Pop,Atletismo,Valorant,98.0,97.0,76.5
79,M,82.5,1.89,AB+,Funk,Nada,Valorant,23.0,18.5,52.5
58,F,69.9,1.84,A-,Funk,Futebol,Outro - pouco relevante,48.5,48.0,73.0
24,F,59.3,1.83,B+,Eletronica,Basquete,League of Legends,91.0,89.0,94.5
44,F,63.4,1.79,O+,Metal,Atletismo,Valorant,62.0,84.0,71.5
60,F,65.0,1.83,AB+,Demais generos estranhos,Luta,The Witcher,61.0,33.0,76.0
50,F,71.1,1.7,O+,Pagode,Futebol,Assassin's Creed,56.5,56.5,80.5
30,F,65.9,1.72,O+,Pagode,Basquete,Valorant,81.0,86.5,86.0
48,F,64.8,1.72,A+,Funk,Nada,Outro - pouco relevante,40.5,41.0,66.0
32,F,55.0,1.81,B-,Pagode,Atletismo,FIFA,69.5,85.0,75.5
56,M,71.0,1.86,B+,Sertanejo,Volei,The Witcher,50.0,34.5,82.5
73,M,79.3,1.82,AB+,Sertanejo,Nada,Valorant,52.0,46.5,77.5
34,M,82.2,1.76,A+,Pagode,eSports,World of Warcraft,35.5,47.0,95.0
79,F,62.3,1.7,O+,Funk,Nada,The Witcher,54.0,46.5,81.0
23,M,69.2,1.85,AB-,Demais generos estranhos,Basquete,Minecraft,100,84.5,83.5
69,M,75.2,1.72,AB+,Pop,Nada,Minecraft,44.5,51.0,73.0
80,F,64.6,1.8,B+,Pop,Nada,Outro - pouco relevante,13.5,13.5,49.5
80,M,67.0,1.76,B+,Pop,Nada,Dota,39.0,46.0,61.5
79,F,63.5,1.76,A-,Pagode,Nada,Valorant,21.0,14.0,81.0
39,F,64.3,1.8,B-,Rock,Volei,FIFA,67.0,68.0,94.0
34,M,77.3,1.83,O+,Metal,Luta,Valorant,85.5,51.5,77.0
65,M,65.9,1.85,AB-,Sertanejo,Luta,Outro - pouco relevante,65.0,34.0,73.0
29,F,66.4,1.73,AB+,Metal,Luta,Outro - pouco relevante,93.5,61.0,80.5
68,F,62.0,1.82,AB+,Funk,Nada,Rocket League,45.5,46.5,69.5
40,M,80.2,1.78,A+,Demais generos estranhos,Luta,Counter-Strike,85.5,62.5,83.0
39,F,56.5,1.82,B-,Pop,Basquete,Minecraft,80.5,71.0,89.0
52,F,65.4,1.74,O-,Metal,eSports,The Witcher,27.5,22.5,83.5
77,M,69.8,1.85,A+,Rock,Nada,Valorant,19.5,19.0,82.0
23,M,82.4,1.75,O+,Pop,Luta,Minecraft,98.5,76.0,72.5
75,F,72.0,1.77,O+,Rock,Nada,The Witcher,41.0,52.5,62.0
23,M,70.3,1.82,B-,Funk,Luta,World of Warcraft,96.0,73.5,71.0
37,F,69.7,1.79,O-,Funk,Futebol,Dota,59.5,77.0,82.5
31,F,60.8,1.78,B+,Pop,Nada,The Witcher,36.0,48.0,60.0
66,F,72.8,1.77,AB-,Funk,Nada,FIFA,51.0,60.0,64.0
73,F,69.8,1.74,A+,Eletronica,Nada,Rocket League,58.0,37.5,77.0
28,F,63.9,1.72,A-,Demais generos estranhos,eSports,Assassin's Creed,49.5,51.5,92.5
61,M,71.0,1.82,O-,Sertanejo,Basquete,Outro - pouco relevante,62.5,50.0,81.5
78,M,76.9,1.77,A+,Demais generos estranhos,Nada,Dota,50.5,40.5,81.0
54,M,80.6,1.93,AB-,Funk,Futebol,FIFA,52.0,45.0,68.5
49,F,69.9,1.79,O-,Eletronica,Atletismo,Counter-Strike,73.0,75.5,76.0
43,F,66.1,1.83,A-,Sertanejo,Nada,Rocket League,48.0,41.5,67.5
23,F,69.1,1.79,B+,Demais generos estranhos,Futebol,Fortnite,80.0,92.0,73.5
47,M,76.1,1.89,O+,Demais generos estranhos,Basquete,Counter-Strike,80.5,67.5,92.0
13,F,49.8,1.56,B+,Hip-Hop/Rap,Volei,Outro - pouco relevante,61.0,52.5,70.0
45,F,59.9,1.83,AB+,Demais generos estranhos,eSports,Dota,41.0,53.0,99.0
14,M,49.4,1.6,AB+,Sertanejo,Atletismo,Fortnite,70.5,73.5,49.5
51,F,56.5,1.78,O-,Rock,eSports,Outro - pouco relevante,23.5,21.0,91.5
70,M,69.9,1.9,O-,Demais generos estranhos,Nada,World of Warcraft,65.0,36.5,72.5
37,F,57.2,1.76,AB-,Funk,Nada,Minecraft,31.0,39.5,64.0
70,F,63.6,1.85,O+,Eletronica,Nada,Counter-Strike,63.0,56.5,88.5
13,F,49.1,1.57,O+,Rock,eSports,Fortnite,40.5,37.0,72.5
58,F,70.5,1.78,AB-,Hip-Hop/Rap,Volei,League of Legends,56.0,33.5,90.5
46,F,70.8,1.74,AB+,Demais generos estranhos,Nada,Counter-Strike,37.5,44.0,60.0
59,F,58.1,1.76,B-,Metal,Basquete,Fortnite,57.0,51.0,78.5
37,F,55.3,1.73,AB-,Sertanejo,eSports,Fortnite,41.5,44.0,92.0
67,F,57.0,1.73,AB+,Eletronica,Nada,FIFA,25.5,24.5,92.0
71,M,65.4,1.82,B-,Hip-Hop/Rap,Nada,Counter-Strike,42.5,42.0,63.5
45,F,60.9,1.84,O-,Funk,Nada,Minecraft,42.5,35.5,65.0
33,F,63.7,1.8,O+,Demais generos estranhos,Futebol,Rocket League,67.0,62.5,81.0
43,F,66.0,1.83,B+,Sertanejo,Basquete,The Witcher,71.5,75.5,87.5
38,M,76.8,1.9,AB-,Pagode,Basquete,World of Warcraft,78.5,72.0,95.5
53,F,64.4,1.8,A-,Metal,Volei,Valorant,49.0,43.5,89.0
67,F,57.6,1.82,AB-,Funk,Nada,FIFA,20.0,26.0,55.5
36,F,65.4,1.84,A-,Pagode,Futebol,Minecraft,63.0,62.0,79.0
71,M,70.5,1.84,O+,Demais generos estranhos,Nada,Fortnite,51.0,26.0,60.5
53,M,73.8,1.89,O-,Demais generos estranhos,Atletismo,Rocket League,65.0,61.5,70.5
65,M,73.6,1.77,B+,Sertanejo,Nada,League of Legends,23.5,22.0,57.0
35,M,78.4,1.94,A+,Rock,eSports,Counter-Strike,39.5,42.5,97.0
54,F,60.0,1.77,B-,Demais generos estranhos,Luta,Assassin's Creed,63.5,33.5,67.0
23,M,69.9,1.75,O+,Funk,Volei,Outro - pouco relevante,88.5,77.5,92.5
37,M,77.3,1.93,O-,Funk,Nada,League of Legends,46.5,41.0,74.0
70,F,55.3,1.78,A+,Pagode,Nada,Rocket League,29.5,20.0,89.5
36,F,55.8,1.83,A-,Funk,Nada,FIFA,44.0,45.0,61.0
66,F,66.7,1.75,AB+,Demais generos estranhos,Nada,Dota,23.0,20.0,89.5
25,M,67.3,1.82,B+,Pop,Nada,Fortnite,63.0,63.0,67.0
25,F,63.5,1.79,B-,Hip-Hop/Rap,eSports,League of Legends,60.5,62.5,95.0
56,M,79.1,1.74,A-,Rock,Volei,Outro - pouco relevante,53.0,42.0,80.5
17,F,56.4,1.63,O-,Pop,Luta,League of Legends,80.0,55.5,74.5
42,M,81.9,1.89,AB+,Pagode,Volei,Dota,67.0,57.5,95.5
64,M,79.9,1.73,AB-,Eletronica,Luta,Rocket League,64.5,35.5,67.0
27,F,56.6,1.72,A+,Funk,Futebol,Counter-Strike,73.5,83.0,84.5
72,M,68.7,1.71,O+,Pagode,Nada,Assassin's Creed,44.0,32.5,76.0
47,M,81.2,1.85,AB-,Funk,Volei,Fortnite,71.5,57.5,93.5
65,F,57.7,1.81,O-,Hip-Hop/Rap,Atletismo,League of Legends,56.5,65.0,70.0
41,M,73.9,1.73,O+,Hip-Hop/Rap,Futebol,Minecraft,64.5,74.0,79.0
50,F,63.4,1.82,O-,Eletronica,Luta,Counter-Strike,76.5,61.0,85.0
40,M,81.3,1.88,O+,Pagode,Luta,World of Warcraft,84.0,58.5,75.0
77,M,75.4,1.8,O-,Demais generos estranhos,Nada,Counter-Strike,40.5,34.0,80.5
50,M,82.5,1.77,A-,Sertanejo,Nada,FIFA,48.0,39.0,68.0
50,F,62.0,1.77,O-,Pagode,Basquete,Outro - pouco relevante,72.5,63.5,86.5
41,M,70.4,1.72,O-,Eletronica,eSports,Fortnite,41.0,43.0,89.5
55,F,57.4,1.83,B+,Rock,Volei,FIFA,49.5,42.0,84.0
52,M,83.0,1.81,AB+,Eletronica,eSports,Rocket League,27.5,22.0,81.0
39,F,59.3,1.77,AB-,Eletronica,Basquete,Outro - pouco relevante,79.5,70.5,90.0
34,F,62.7,1.71,O+,Metal,Nada,Minecraft,43.5,41.0,64.5
68,M,72.7,1.78,B+,Sertanejo,Nada,World of Warcraft,63.0,56.5,85.5
52,F,69.6,1.8,O+,Funk,Nada,FIFA,26.5,19.5,57.0
55,M,66.7,1.7,B+,Sertanejo,eSports,Assassin's Creed,25.0,21.5,84.5
30,F,69.6,1.78,O+,Hip-Hop/Rap,Nada,Minecraft,67.5,47.5,68.5
19,F,61.8,1.85,B-,Funk,Volei,World of Warcraft,82.0,82.5,89.5
15,M,55.0,1.74,AB-,Sertanejo,Nada,Rocket League,55.0,52.5,50.5
25,F,70.4,1.77,B-,Pop,Futebol,World of Warcraft,79.0,82.0,76.5
40,M,68.7,1.74,A-,Metal,Atletismo,Fortnite,69.0,80.0,62.5
79,F,72.0,1.71,B-,Rock,Nada,Rocket League,19.0,11.5,77.0
58,F,58.8,1.85,O+,Hip-Hop/Rap,eSports,Minecraft,19.5,22.5,96.5
76,F,55.2,1.77,AB-,Sertanejo,Nada,World of Warcraft,39.5,33.0,84.0
79,M,80.2,1.85,O+,Sertanejo,Nada,FIFA,38.0,38.0,61.5
40,F,61.0,1.85,A+,Sertanejo,Luta,League of Legends,80.5,60.5,74.0
79,M,75.9,1.9,B-,Pagode,Nada,Minecraft,42.5,25.0,77.0
61,M,67.4,1.7,AB+,Pop,Atletismo,World of Warcraft,55.5,64.0,64.5
63,M,73.9,1.73,B-,Eletronica,Basquete,Assassin's Creed,66.5,51.5,84.0
62,F,72.1,1.71,A+,Pagode,Atletismo,League of Legends,52.0,63.0,66.5
37,F,61.4,1.84,A-,Demais generos estranhos,eSports,Counter-Strike,43.0,50.5,96.5
61,M,83.8,1.74,O+,Pagode,Basquete,Valorant,64.0,50.5,86.0
77,M,77.6,1.87,A-,Pagode,Nada,Minecraft,38.5,29.5,77.0
38,M,67.5,1.93,B-,Pagode,Luta,Outro - pouco relevante,78.5,56.0,72.5
62,M,71.9,1.8,O+,Eletronica,Nada,Outro - pouco relevante,29.5,21.5,55.0
60,M,65.5,1.78,A+,Demais generos estranhos,Volei,Fortnite,50.5,37.5,84.0
40,F,63.8,1.8,O-,Pagode,Luta,Assassin's Creed,83.5,54.5,79.5
15,M,76.4,1.61,B-,Demais generos estranhos,Nada,League of Legends,53.0,53.0,54.0
68,M,75.5,1.89,A-,Pagode,Nada,FIFA,63.0,37.0,73.5
68,F,72.7,1.7,B-,Demais generos estranhos,Nada,Outro - pouco relevante,51.5,50.5,72.5
29,F,56.2,1.85,O+,Metal,eSports,Fortnite,58.5,54.5,94.5
44,F,59.3,1.79,O+,Rock,Futebol,FIFA,61.5,76.5,80.0
74,M,76.2,1.74,A+,Eletronica,Nada,Dota,52.0,39.0,81.5
36,F,57.7,1.75,AB+,Funk,Nada,Outro - pouco relevante,37.5,39.0,60.5
67,M,67.8,1.77,AB+,Eletronica,Nada,Outro - pouco relevante,20.0,21.5,53.5
53,M,69.6,1.77,O-,Metal,Basquete,Fortnite,64.5,54.5,79.5
80,F,70.6,1.81,A+,Eletronica,Nada,Assassin's Creed,53.0,45.0,79.5
35,M,78.3,1.92,B-,Pagode,Luta,The Witcher,83.0,64.5,71.5
51,F,60.2,1.85,B+,Hip-Hop/Rap,Atletismo,Outro - pouco relevante,51.5,64.0,63.0
29,M,82.8,1.73,O+,Rock,Nada,Assassin's Creed,60.0,55.5,56.0
60,F,66.8,1.79,AB-,Metal,Atletismo,Dota,50.0,65.0,72.5
77,M,75.0,1.84,O+,Pagode,Nada,Valorant,13.0,15.5,80.5
14,M,53.4,1.52,AB-,Rock,eSports,Assassin's Creed,43.0,29.0,68.0
71,M,80.3,1.76,AB-,Demais generos estranhos,Nada,Assassin's Creed,44.0,27.5,73.0
28,M,78.9,1.78,AB+,Sertanejo,eSports,Outro - pouco relevante,65.0,64.0,93.5
30,F,59.5,1.84,B-,Eletronica,Volei,Fortnite,83.5,75.0,93.5
20,M,67.9,1.78,AB-,Demais generos estranhos,Nada,Rocket League,60.5,57.0,60.0
22,F,65.5,1.8,O+,Metal,Luta,The Witcher,91.0,70.0,77.0
34,M,81.4,1.7,A+,Pagode,Luta,The Witcher,82.5,58.5,81.0
71,M,77.1,1.74,B-,Pop,Nada,Valorant,57.5,26.0,65.5
73,F,58.1,1.75,AB+,Pagode,Nada,FIFA,17.5,13.0,54.0
57,M,75.5,1.77,AB+,Sertanejo,Atletismo,Counter-Strike,55.5,64.0,62.0
77,F,70.3,1.75,AB+,Sertanejo,Nada,Counter-Strike,48.0,57.0,62.0
55,F,68.0,1.75,O-,Funk,Futebol,Dota,44.5,47.0,76.0
28,F,66.3,1.83,A+,Sertanejo,eSports,Dota,61.5,57.0,100.0
18,M,78.6,1.81,A+,Hip-Hop/Rap,Volei,World of Warcraft,85.5,73.0,93.5
17,F,60.2,1.7,AB+,Sertanejo,Volei,Fortnite,75.0,66.0,82.0
25,F,64.8,1.77,AB-,Hip-Hop/Rap,Luta,Fortnite,95.5,70.0,76.0
50,M,76.3,1.86,O+,Pagode,Futebol,Assassin's Creed,67.0,71.5,82.5
64,F,57.2,1.7,AB+,Pop,Volei,Rocket League,48.0,31.0,88.5
14,M,54.0,1.5,O+,Hip-Hop/Rap,Basquete,Valorant,80.5,70.0,67.5
73,M,83.8,1.78,O+,Rock,Nada,Dota,17.0,21.0,77.5
35,F,71.1,1.8,A+,Demais generos estranhos,Nada,Fortnite,35.0,39.0,55.5
75,F,57.8,1.81,A-,Hip-Hop/Rap,Nada,Outro - pouco relevante,53.5,24.0,68.0
27,M,76.2,1.78,B-,Eletronica,Futebol,World of Warcraft,85.5,88.5,74.5
67,M,78.6,1.82,AB-,Pop,Nada,Outro - pouco relevante,56.0,56.0,68.0
45,M,75.8,1.83,AB-,Rock,Basquete,League of Legends,83.5,69.5,92.0
22,F,58.8,1.84,O+,Pagode,Basquete,Outro - pouco relevante,93.5,86.5,78.5
59,F,64.1,1.76,O+,Sertanejo,Nada,Minecraft,18.5,19.5,57.0
65,M,67.9,1.73,O+,Rock,Atletismo,Valorant,60.5,64.5,64.5
47,M,80.4,1.7,O+,Hip-Hop/Rap,Futebol,World of Warcraft,66.5,75.0,83.5
41,F,55.0,1.72,B+,Demais generos estranhos,Nada,Fortnite,43.0,46.5,66.5
74,M,73.8,1.89,B+,Hip-Hop/Rap,Nada,Fortnite,53.5,55.5,56.5
47,F,72.2,1.76,A+,Pop,eSports,Assassin's Creed,41.5,47.5,92.5
73,F,55.9,1.78,O+,Pagode,Nada,The Witcher,43.5,30.5,80.5
20,M,82.4,1.92,AB-,Sertanejo,Basquete,Valorant,90.0,87.0,83.5
73,M,79.1,1.7,B+,Pop,Nada,World of Warcraft,41.5,30.5,78.5
67,M,79.5,1.71,O+,Demais generos estranhos,Nada,The Witcher,50.5,37.0,84.0
49,M,80.8,1.89,B-,Demais generos estranhos,eSports,Fortnite,52.0,49.0,92.5
24,M,73.6,1.74,A+,Demais generos estranhos,Basquete,Dota,100,84.0,85.0
70,F,61.6,1.84,B+,Metal,Nada,Dota,65.0,33.5,73.0
41,M,74.2,1.75,O-,Pagode,Nada,Counter-Strike,32.5,44.5,66.5
23,F,65.6,1.74,B+,Pop,eSports,Counter-Strike,63.0,64.0,85.0
56,F,66.3,1.84,A+,Pop,Luta,World of Warcraft,62.0,32.5,76.5
53,F,59.5,1.83,B-,Eletronica,Luta,Counter-Strike,62.0,34.0,76.5
46,M,81.2,1.94,O-,Eletronica,Atletismo,FIFA,82.0,81.5,76.0
